index,P,Q,VaR,VaI,VbR,VbI,VcR,VcI
349,44466.89,-6.39,210.81,-2.52,-107.71,-188.0,-108.12,183.9
350,44476.9,-5.84,210.82,-2.52,-107.71,-188.0,-108.12,183.9
351,44487.61,-5.31,210.82,-2.52,-107.71,-188.0,-108.12,183.9
352,44499.01,-4.78,210.82,-2.52,-107.71,-188.0,-108.13,183.9
353,44511.07,-4.25,210.82,-2.52,-107.7,-188.0,-108.13,183.9
354,44523.78,-3.73,210.82,-2.51,-107.7,-188.0,-108.13,183.9
355,44537.11,-3.22,210.82,-2.51,-107.7,-188.01,-108.13,183.9
356,44551.03,-2.71,210.82,-2.51,-107.7,-188.01,-108.14,183.9
357,44565.55,-2.21,210.82,-2.51,-107.7,-188.01,-108.14,183.9
358,44580.61,-1.72,210.83,-2.51,-107.7,-188.01,-108.14,183.9
359,44596.22,-1.24,210.83,-2.5,-107.7,-188.01,-108.14,183.9
360,40553.14,119.53,191.12,-1.83,-97.27,-171.22,-98.88,166.42
361,40567.86,-9.3,190.69,-2.52,-97.72,-170.68,-98.11,166.53
362,40646.26,-6.33,190.67,-2.5,-97.69,-170.66,-98.11,166.5
363,40733.09,-3.76,190.68,-2.49,-97.69,-170.67,-98.13,166.5
364,40821.77,-0.99,190.69,-2.48,-97.68,-170.69,-98.15,166.5
365,40912.09,1.73,190.7,-2.46,-97.67,-170.7,-98.16,166.5
366,41003.92,4.54,190.71,-2.45,-97.66,-170.71,-98.18,166.5
367,41097.18,7.01,190.72,-2.43,-97.65,-170.72,-98.2,166.5
368,41191.76,9.57,190.73,-2.42,-97.64,-170.74,-98.22,166.49
369,41287.57,12.07,190.74,-2.4,-97.63,-170.75,-98.23,166.49
370,41384.5,14.52,190.75,-2.39,-97.62,-170.76,-98.25,166.49
371,41482.48,16.92,190.77,-2.37,-97.61,-170.78,-98.27,166.49
372,41581.4,19.26,190.78,-2.35,-97.6,-170.79,-98.29,166.49
373,41681.18,21.61,190.79,-2.34,-97.59,-170.81,-98.31,166.49
374,41781.72,23.78,190.8,-2.32,-97.58,-170.82,-98.33,166.49
375,41882.95,25.96,190.81,-2.3,-97.57,-170.83,-98.35,166.48
376,41984.76,28.09,190.82,-2.29,-97.56,-170.85,-98.37,166.48
377,42087.08,30.14,190.83,-2.27,-97.55,-170.86,-98.39,166.48
378,42189.83,32.16,190.85,-2.25,-97.54,-170.88,-98.41,166.48
379,42292.92,34.11,190.86,-2.24,-97.53,-170.89,-98.43,166.48
380,42396.28,36.02,190.87,-2.22,-97.52,-170.91,-98.45,166.48
381,42499.83,37.86,190.88,-2.2,-97.51,-170.92,-98.47,166.47
382,42603.49,39.65,190.89,-2.19,-97.5,-170.94,-98.49,166.47
383,42707.19,41.38,190.91,-2.17,-97.48,-170.95,-98.51,166.47
384,42810.85,43.06,190.92,-2.15,-97.47,-170.96,-98.53,166.47
385,42914.42,44.68,190.93,-2.13,-97.46,-170.98,-98.55,166.47
386,43017.82,46.25,190.94,-2.12,-97.45,-170.99,-98.57,166.47
387,43120.98,47.76,190.95,-2.1,-97.44,-171.01,-98.58,166.46
388,43223.85,49.21,190.97,-2.08,-97.43,-171.02,-98.6,166.46
389,43326.35,50.61,190.98,-2.07,-97.42,-171.04,-98.62,166.46
390,43428.44,51.95,190.99,-2.05,-97.41,-171.05,-98.64,166.46
391,43530.04,53.23,191.0,-2.03,-97.4,-171.07,-98.66,166.46
392,43631.11,54.46,191.01,-2.02,-97.39,-171.08,-98.68,166.45
393,43731.6,55.64,191.02,-2.0,-97.38,-171.09,-98.7,166.45
394,43831.44,56.76,191.03,-1.98,-97.37,-171.11,-98.72,166.45
395,43930.59,57.82,191.05,-1.97,-97.36,-171.12,-98.74,166.45
396,44028.99,58.83,191.06,-1.95,-97.35,-171.14,-98.76,166.45
397,44126.61,59.79,191.07,-1.93,-97.34,-171.15,-98.78,166.44
398,44223.4,60.69,191.08,-1.92,-97.33,-171.16,-98.8,166.44
399,44319.31,61.53,191.09,-1.9,-97.31,-171.18,-98.82,166.44
400,44414.3,62.33,191.1,-1.88,-97.3,-171.19,-98.83,166.44
401,44508.33,63.07,191.11,-1.87,-97.29,-171.2,-98.85,166.44
402,44601.36,63.75,191.12,-1.85,-97.28,-171.22,-98.87,166.44
403,44693.36,64.39,191.13,-1.84,-97.27,-171.23,-98.89,166.43
404,44784.29,64.97,191.14,-1.82,-97.27,-171.24,-98.91,166.43
405,44874.11,65.51,191.15,-1.81,-97.26,-171.25,-98.92,166.43
406,44962.79,65.99,191.16,-1.79,-97.25,-171.27,-98.94,166.43
407,45050.3,66.42,191.17,-1.78,-97.24,-171.28,-98.96,166.43
408,45136.62,66.8,191.18,-1.76,-97.23,-171.29,-98.97,166.42
409,45221.71,67.13,191.19,-1.75,-97.22,-171.3,-98.99,166.42
410,45305.54,67.42,191.2,-1.73,-97.21,-171.31,-99.01,166.42
411,45388.09,67.65,191.21,-1.72,-97.2,-171.33,-99.02,166.42
412,45469.34,67.84,191.22,-1.71,-97.19,-171.34,-99.04,166.42
413,45549.27,67.98,191.23,-1.69,-97.18,-171.35,-99.05,166.42
414,45627.84,68.08,191.24,-1.68,-97.17,-171.36,-99.07,166.41
415,45705.04,68.13,191.25,-1.67,-97.17,-171.37,-99.08,166.41
416,45780.85,68.13,191.25,-1.65,-97.16,-171.38,-99.1,166.41
417,45855.26,68.09,191.26,-1.64,-97.15,-171.39,-99.11,166.41
418,45928.24,68.01,191.27,-1.63,-97.14,-171.4,-99.13,166.41
419,45999.78,67.89,191.28,-1.62,-97.13,-171.41,-99.14,166.41
420,46069.86,67.72,191.29,-1.6,-97.13,-171.42,-99.16,166.4
421,46138.47,67.51,191.29,-1.59,-97.12,-171.43,-99.17,166.4
422,46205.59,67.27,191.3,-1.58,-97.11,-171.44,-99.18,166.4
423,46271.23,66.98,191.31,-1.57,-97.1,-171.45,-99.19,166.4
424,46335.35,66.65,191.32,-1.56,-97.1,-171.46,-99.21,166.4
425,46397.96,66.29,191.32,-1.55,-97.09,-171.47,-99.22,166.4
426,46459.04,65.89,191.33,-1.54,-97.08,-171.48,-99.23,166.4
427,46518.58,65.45,191.34,-1.53,-97.08,-171.48,-99.24,166.39
428,46576.59,64.98,191.34,-1.52,-97.07,-171.49,-99.25,166.39
429,46633.04,64.47,191.35,-1.51,-97.06,-171.5,-99.26,166.39
430,46687.95,63.93,191.35,-1.5,-97.06,-171.51,-99.28,166.39
431,46741.29,63.35,191.36,-1.49,-97.05,-171.52,-99.29,166.39
432,46793.07,62.74,191.37,-1.48,-97.05,-171.52,-99.3,166.39
433,46843.29,62.11,191.37,-1.47,-97.04,-171.53,-99.31,166.39
434,46891.94,61.44,191.38,-1.46,-97.04,-171.54,-99.32,166.38
435,46939.01,60.74,191.38,-1.46,-97.03,-171.54,-99.32,166.38
436,46984.52,60.01,191.39,-1.45,-97.02,-171.55,-99.33,166.38
437,47028.46,59.26,191.39,-1.44,-97.02,-171.56,-99.34,166.38
438,47070.83,58.47,191.4,-1.43,-97.02,-171.56,-99.35,166.38
439,47111.63,57.67,191.4,-1.43,-97.01,-171.57,-99.36,166.38
440,47150.87,56.83,191.4,-1.42,-97.01,-171.57,-99.37,166.38
441,47188.54,55.97,191.41,-1.41,-97.0,-171.58,-99.37,166.38
442,47224.66,55.09,191.41,-1.41,-97.0,-171.58,-99.38,166.38
443,47259.22,54.19,191.42,-1.4,-96.99,-171.59,-99.39,166.37
444,47292.23,53.26,191.42,-1.39,-96.99,-171.59,-99.39,166.37
445,47323.7,52.32,191.42,-1.39,-96.99,-171.6,-99.4,166.37
446,47353.63,51.35,191.43,-1.38,-96.98,-171.6,-99.41,166.37
447,47382.04,50.37,191.43,-1.38,-96.98,-171.6,-99.41,166.37
448,47408.92,49.35,191.43,-1.37,-96.98,-171.61,-99.42,166.37
449,47434.28,48.35,191.43,-1.37,-96.97,-171.61,-99.42,166.37
450,47458.15,47.31,191.44,-1.36,-96.97,-171.62,-99.43,166.37
451,47480.51,46.26,191.44,-1.36,-96.97,-171.62,-99.43,166.37
452,47501.39,45.19,191.44,-1.36,-96.97,-171.62,-99.44,166.37
453,47520.8,44.11,191.44,-1.35,-96.96,-171.62,-99.44,166.37
454,47538.75,43.02,191.45,-1.35,-96.96,-171.63,-99.44,166.37
455,47555.24,41.92,191.45,-1.35,-96.96,-171.63,-99.45,166.36
456,47570.3,40.8,191.45,-1.34,-96.96,-171.63,-99.45,166.36
457,47583.93,39.67,191.45,-1.34,-96.95,-171.63,-99.45,166.36
458,47596.14,38.54,191.45,-1.34,-96.95,-171.63,-99.45,166.36
459,47606.96,37.4,191.45,-1.34,-96.95,-171.64,-99.46,166.36
460,47616.4,36.25,191.45,-1.33,-96.95,-171.64,-99.46,166.36
461,47624.47,35.09,191.45,-1.33,-96.95,-171.64,-99.46,166.36
462,47631.19,33.92,191.46,-1.33,-96.95,-171.64,-99.46,166.36
463,47636.57,32.76,191.46,-1.33,-96.95,-171.64,-99.46,166.36
464,47640.64,31.58,191.46,-1.33,-96.95,-171.64,-99.46,166.36
465,47643.4,30.41,191.46,-1.33,-96.95,-171.64,-99.46,166.36
466,47644.88,29.23,191.46,-1.33,-96.95,-171.64,-99.46,166.36
467,47645.09,28.05,191.46,-1.33,-96.95,-171.64,-99.46,166.36
468,47644.05,26.87,191.46,-1.33,-96.95,-171.64,-99.46,166.36
469,47641.79,25.69,191.46,-1.33,-96.95,-171.64,-99.46,166.36
470,47638.31,24.5,191.45,-1.33,-96.95,-171.64,-99.46,166.36
471,47633.65,23.09,191.45,-1.33,-96.95,-171.64,-99.46,166.36
472,47627.81,22.15,191.45,-1.33,-96.95,-171.64,-99.46,166.36
473,47620.82,20.97,191.45,-1.33,-96.95,-171.64,-99.46,166.36
474,47612.71,19.76,191.45,-1.33,-96.95,-171.64,-99.46,166.36
475,47603.49,18.64,191.45,-1.33,-96.95,-171.63,-99.46,166.36
476,47593.19,17.47,191.45,-1.33,-96.95,-171.63,-99.46,166.36
477,47581.82,16.32,191.45,-1.34,-96.95,-171.63,-99.45,166.36
478,47569.4,15.17,191.45,-1.34,-96.95,-171.63,-99.45,166.36
479,47555.97,14.03,191.44,-1.34,-96.95,-171.63,-99.45,166.36
480,50181.12,-85.43,202.38,-1.75,-102.77,-180.93,-104.56,176.08
481,50166.08,6.58,202.63,-1.32,-102.49,-181.26,-105.03,176.0
482,50106.18,3.77,202.65,-1.33,-102.51,-181.27,-105.03,176.02
483,50039.11,1.38,202.64,-1.34,-102.51,-181.26,-105.01,176.02
484,49970.0,-1.2,202.63,-1.35,-102.52,-181.25,-105.0,176.02
485,49899.01,-3.72,202.63,-1.36,-102.53,-181.25,-104.99,176.03
486,49826.21,-6.2,202.62,-1.37,-102.53,-181.24,-104.98,176.03
487,49751.68,-8.63,202.61,-1.39,-102.54,-181.23,-104.96,176.03
488,49675.49,-11.01,202.6,-1.4,-102.55,-181.22,-104.95,176.03
489,49597.69,-13.34,202.59,-1.41,-102.56,-181.21,-104.94,176.03
490,49518.37,-15.61,202.59,-1.42,-102.56,-181.2,-104.92,176.03
491,49437.59,-17.83,202.58,-1.43,-102.57,-181.18,-104.91,176.03
492,49355.42,-20.0,202.57,-1.45,-102.58,-181.17,-104.89,176.03
493,49271.94,-22.12,202.56,-1.46,-102.59,-181.16,-104.88,176.04
494,49187.2,-24.18,202.55,-1.47,-102.6,-181.15,-104.86,176.04
495,49101.29,-26.18,202.54,-1.49,-102.6,-181.14,-104.85,176.04
496,49014.28,-28.13,202.53,-1.5,-102.61,-181.13,-104.83,176.04
497,48926.23,-30.02,202.52,-1.51,-102.62,-181.12,-104.82,176.04
498,48837.22,-31.86,202.51,-1.53,-102.63,-181.11,-104.8,176.04
499,48747.31,-33.64,202.5,-1.54,-102.64,-181.09,-104.78,176.04
500,48656.59,-35.37,202.49,-1.55,-102.65,-181.08,-104.77,176.05
501,48565.12,-37.03,202.48,-1.57,-102.66,-181.07,-104.75,176.05
502,48472.96,-38.63,202.47,-1.58,-102.67,-181.06,-104.73,176.05
503,48380.2,-40.18,202.46,-1.6,-102.67,-181.05,-104.72,176.05
504,48286.9,-41.67,202.45,-1.61,-102.68,-181.03,-104.7,176.05
505,48193.14,-43.1,202.44,-1.63,-102.69,-181.02,-104.68,176.05
506,48098.97,-44.47,202.43,-1.64,-102.7,-181.01,-104.67,176.06
507,48004.47,-45.21,202.42,-1.66,-102.71,-181.0,-104.65,176.06
508,47909.72,-47.14,202.41,-1.67,-102.72,-180.98,-104.63,176.06
509,47814.77,-48.24,202.4,-1.69,-102.73,-180.97,-104.62,176.06
510,47719.7,-49.38,202.39,-1.7,-102.74,-180.96,-104.6,176.06
511,47624.57,-50.46,202.38,-1.72,-102.75,-180.95,-104.58,176.06
512,47529.45,-51.49,202.37,-1.73,-102.76,-180.93,-104.56,176.07
513,47434.41,-52.45,202.36,-1.75,-102.77,-180.92,-104.55,176.07
514,47339.51,-53.39,202.35,-1.76,-102.78,-180.91,-104.53,176.07
515,47244.81,-54.22,202.34,-1.78,-102.79,-180.9,-104.51,176.07
516,47150.38,-55.01,202.33,-1.79,-102.8,-180.88,-104.49,176.07
517,47056.27,-55.75,202.33,-1.8,-102.81,-180.87,-104.48,176.07
518,46962.57,-56.44,202.32,-1.82,-102.82,-180.86,-104.46,176.08
519,46869.31,-57.07,202.31,-1.83,-102.82,-180.85,-104.44,176.08
520,46776.56,-57.65,202.3,-1.85,-102.83,-180.83,-104.43,176.08
521,46684.39,-58.17,202.29,-1.86,-102.84,-180.82,-104.41,176.08
522,46592.85,-58.64,202.28,-1.88,-102.85,-180.81,-104.39,176.08
523,46501.99,-59.05,202.27,-1.89,-102.86,-180.8,-104.38,176.09
524,46411.87,-59.42,202.26,-1.91,-102.87,-180.79,-104.36,176.09
525,46322.54,-59.73,202.25,-1.92,-102.88,-180.77,-104.34,176.09
526,46234.06,-60.0,202.24,-1.94,-102.89,-180.76,-104.33,176.09
527,46146.48,-60.21,202.23,-1.95,-102.9,-180.75,-104.31,176.09
528,46059.85,-60.38,202.22,-1.96,-102.91,-180.74,-104.3,176.09
529,45974.22,-60.49,202.21,-1.98,-102.92,-180.73,-104.28,176.1
530,45889.63,-60.56,202.2,-1.99,-102.92,-180.72,-104.26,176.1
531,45806.13,-60.59,202.19,-2.0,-102.93,-180.71,-104.25,176.1
532,45723.77,-60.57,202.18,-2.02,-102.94,-180.69,-104.23,176.1
533,45642.59,-60.5,202.18,-2.03,-102.95,-180.68,-104.22,176.1
534,45562.63,-60.39,202.17,-2.04,-102.96,-180.67,-104.21,176.1
535,45483.94,-60.24,202.16,-2.06,-102.97,-180.66,-104.19,176.11
536,45406.55,-60.05,202.15,-2.07,-102.97,-180.65,-104.18,176.11
537,45330.49,-59.82,202.14,-2.08,-102.98,-180.64,-104.16,176.11
538,45255.82,-59.55,202.14,-2.09,-102.99,-180.63,-104.15,176.11
539,45182.55,-59.24,202.13,-2.1,-103.0,-180.62,-104.14,176.11
540,45110.72,-58.89,202.12,-2.12,-103.0,-180.61,-104.12,176.11
541,45040.38,-58.51,202.11,-2.13,-103.01,-180.6,-104.11,176.11
542,44971.53,-58.09,202.11,-2.14,-103.02,-180.6,-104.1,176.12
543,44904.22,-57.63,202.1,-2.15,-103.02,-180.59,-104.08,176.12
544,44838.47,-57.15,202.09,-2.16,-103.03,-180.58,-104.07,176.12
545,44774.3,-56.63,202.09,-2.17,-103.04,-180.57,-104.06,176.12
546,44711.74,-56.08,202.08,-2.18,-103.04,-180.56,-104.05,176.12
547,44650.82,-55.5,202.07,-2.19,-103.05,-180.55,-104.04,176.12
548,44591.54,-54.89,202.07,-2.2,-103.06,-180.54,-104.03,176.12
549,44533.94,-54.25,202.06,-2.21,-103.06,-180.54,-104.02,176.13
550,44478.02,-53.59,202.05,-2.22,-103.07,-180.53,-104.01,176.13
551,44423.81,-52.9,202.05,-2.23,-103.07,-180.52,-104.0,176.13
552,44371.32,-52.19,202.04,-2.24,-103.08,-180.52,-103.99,176.13
553,44320.55,-51.45,202.04,-2.24,-103.09,-180.51,-103.98,176.13
554,44271.53,-50.69,202.03,-2.25,-103.09,-180.5,-103.97,176.13
555,44224.26,-49.9,202.03,-2.26,-103.1,-180.5,-103.96,176.13
556,44178.75,-49.1,202.02,-2.27,-103.1,-180.49,-103.95,176.13
557,44135.01,-48.28,202.02,-2.27,-103.11,-180.48,-103.94,176.14
558,44093.04,-47.43,202.01,-2.28,-103.11,-180.48,-103.93,176.14
559,44052.84,-46.57,202.01,-2.29,-103.11,-180.47,-103.93,176.14
560,44014.42,-45.7,202.01,-2.29,-103.12,-180.47,-103.92,176.14
561,43977.78,-44.81,202.0,-2.3,-103.12,-180.46,-103.91,176.14
562,43942.92,-43.9,202.0,-2.31,-103.13,-180.46,-103.91,176.14
563,43909.83,-42.98,202.0,-2.31,-103.13,-180.45,-103.9,176.14
564,43878.51,-42.04,201.99,-2.32,-103.13,-180.45,-103.89,176.14
565,43848.96,-41.09,201.99,-2.32,-103.14,-180.45,-103.89,176.14
566,43821.17,-40.14,201.99,-2.33,-103.14,-180.44,-103.88,176.14
567,43795.14,-39.17,201.98,-2.33,-103.14,-180.44,-103.88,176.14
568,43770.85,-38.19,201.98,-2.33,-103.14,-180.44,-103.87,176.14
569,43748.29,-37.2,201.98,-2.34,-103.15,-180.43,-103.87,176.15
570,43727.46,-36.21,201.98,-2.34,-103.15,-180.43,-103.87,176.15
571,43708.35,-35.21,201.97,-2.35,-103.15,-180.43,-103.86,176.15
572,43690.92,-34.2,201.97,-2.35,-103.15,-180.43,-103.86,176.15
573,43675.19,-33.19,201.97,-2.35,-103.16,-180.42,-103.86,176.15
574,43661.12,-32.17,201.97,-2.35,-103.16,-180.42,-103.85,176.15
575,43648.7,-31.15,201.97,-2.36,-103.16,-180.42,-103.85,176.15
576,43637.91,-30.12,201.97,-2.36,-103.16,-180.42,-103.85,176.15
577,43628.74,-29.09,201.97,-2.36,-103.16,-180.42,-103.85,176.15
578,43621.17,-28.07,201.97,-2.36,-103.16,-180.42,-103.85,176.15
579,43615.16,-27.04,201.97,-2.36,-103.16,-180.42,-103.84,176.15
580,43610.71,-26.01,201.96,-2.36,-103.16,-180.41,-103.84,176.15
581,43607.79,-24.98,201.96,-2.36,-103.16,-180.41,-103.84,176.15
582,43606.37,-23.95,201.96,-2.36,-103.16,-180.41,-103.84,176.15
583,43606.44,-22.92,201.96,-2.36,-103.16,-180.41,-103.84,176.15
584,43607.96,-21.9,201.97,-2.36,-103.16,-180.41,-103.84,176.15
585,43610.92,-20.88,201.97,-2.36,-103.16,-180.41,-103.84,176.15
586,43615.28,-19.86,201.97,-2.36,-103.16,-180.42,-103.84,176.15
587,43621.01,-18.84,201.97,-2.36,-103.16,-180.42,-103.84,176.15
588,43628.1,-17.84,201.97,-2.36,-103.16,-180.42,-103.85,176.15
589,43636.51,-16.83,201.97,-2.36,-103.16,-180.42,-103.85,176.15
590,43646.22,-15.84,201.97,-2.36,-103.16,-180.42,-103.85,176.15
591,43657.18,-14.84,201.97,-2.36,-103.16,-180.42,-103.85,176.15
592,43669.39,-13.86,201.97,-2.36,-103.16,-180.42,-103.85,176.15
593,43682.79,-12.88,201.97,-2.36,-103.16,-180.42,-103.85,176.15
594,43697.38,-11.92,201.98,-2.35,-103.16,-180.43,-103.86,176.15
595,43713.1,-10.96,201.98,-2.35,-103.16,-180.43,-103.86,176.15
596,43729.94,-10.01,201.98,-2.35,-103.16,-180.43,-103.86,176.15
597,43747.85,-9.06,201.98,-2.35,-103.15,-180.43,-103.87,176.15
598,43766.82,-8.13,201.98,-2.34,-103.15,-180.44,-103.87,176.15
599,43786.8,-7.21,201.99,-2.34,-103.15,-180.44,-103.87,176.15
600,41496.85,64.57,191.03,-1.96,-97.35,-171.11,-98.73,166.44
601,41516.67,-9.94,190.79,-2.36,-97.61,-170.8,-98.3,166.5
602,41574.11,-7.58,190.78,-2.34,-97.59,-170.8,-98.3,166.48
603,41637.16,-5.5,190.78,-2.33,-97.59,-170.8,-98.31,166.48
604,41701.87,-3.29,190.79,-2.32,-97.58,-170.81,-98.32,166.48
605,41768.1,-1.11,190.8,-2.31,-97.57,-170.82,-98.33,166.48
606,41835.77,1.03,190.81,-2.3,-97.57,-170.83,-98.35,166.48
607,41904.8,3.14,190.81,-2.29,-97.56,-170.84,-98.36,166.48
608,41975.12,5.2,190.82,-2.28,-97.55,-170.85,-98.37,166.48
609,42046.64,7.22,190.83,-2.27,-97.55,-170.86,-98.39,166.48
610,42119.3,9.32,190.84,-2.26,-97.54,-170.87,-98.4,166.47
611,42193.03,11.16,190.85,-2.24,-97.53,-170.88,-98.41,166.47
612,42267.74,13.09,190.86,-2.23,-97.52,-170.89,-98.43,166.47
613,42343.37,14.93,190.87,-2.22,-97.52,-170.9,-98.44,166.47
614,42419.84,16.75,190.87,-2.21,-97.51,-170.91,-98.46,166.47
615,42497.09,18.53,190.88,-2.19,-97.5,-170.92,-98.47,166.47
616,42575.05,20.28,190.89,-2.18,-97.49,-170.93,-98.49,166.47
617,42653.64,22.01,190.9,-2.17,-97.48,-170.95,-98.5,166.47
618,42732.81,23.63,190.91,-2.16,-97.48,-170.96,-98.52,166.47
619,42812.48,25.25,190.92,-2.14,-97.47,-170.97,-98.53,166.46
620,42892.59,26.83,190.93,-2.13,-97.46,-170.98,-98.55,166.46
621,42973.08,28.36,190.94,-2.12,-97.45,-170.99,-98.56,166.46
622,43053.88,29.85,190.95,-2.1,-97.44,-171.0,-98.58,166.46
623,43134.93,31.29,190.96,-2.09,-97.43,-171.01,-98.59,166.46
624,43216.17,32.69,190.97,-2.08,-97.43,-171.02,-98.61,166.46
625,43297.55,34.05,190.97,-2.06,-97.42,-171.04,-98.63,166.46
626,43379.01,35.36,190.98,-2.05,-97.41,-171.05,-98.64,166.45
627,43460.48,36.64,190.99,-2.04,-97.4,-171.06,-98.66,166.45
628,43541.92,37.86,191.0,-2.02,-97.39,-171.07,-98.67,166.45
629,43623.27,39.19,191.01,-2.01,-97.38,-171.08,-98.69,166.45
630,43704.48,40.19,191.02,-2.0,-97.37,-171.09,-98.7,166.45
631,43785.49,41.29,191.03,-1.98,-97.37,-171.1,-98.72,166.45
632,43866.27,42.34,191.04,-1.97,-97.36,-171.12,-98.73,166.45
633,43946.76,43.35,191.05,-1.96,-97.35,-171.13,-98.75,166.44
634,44026.91,44.32,191.06,-1.94,-97.34,-171.14,-98.77,166.44
635,44106.68,45.24,191.07,-1.93,-97.33,-171.15,-98.78,166.44
636,44186.02,46.12,191.08,-1.92,-97.32,-171.16,-98.8,166.44
637,44264.89,46.96,191.08,-1.9,-97.32,-171.17,-98.81,166.44
638,44343.25,47.75,191.09,-1.89,-97.31,-171.18,-98.83,166.44
639,44421.07,48.5,191.1,-1.88,-97.3,-171.19,-98.84,166.44
640,44498.29,49.21,191.11,-1.86,-97.29,-171.2,-98.86,166.43
641,44574.88,49.88,191.12,-1.85,-97.28,-171.21,-98.87,166.43
642,44650.82,50.5,191.13,-1.84,-97.27,-171.23,-98.89,166.43
643,44726.05,51.08,191.14,-1.83,-97.27,-171.24,-98.9,166.43
644,44800.55,51.62,191.14,-1.81,-97.26,-171.25,-98.91,166.43
645,44874.28,52.12,191.15,-1.8,-97.25,-171.26,-98.93,166.43
646,44947.22,52.58,191.16,-1.79,-97.24,-171.27,-98.94,166.43
647,45019.32,53.0,191.17,-1.78,-97.24,-171.28,-98.96,166.42
648,45090.58,53.37,191.18,-1.76,-97.23,-171.29,-98.97,166.42
649,45160.95,53.71,191.18,-1.75,-97.22,-171.3,-98.98,166.42
650,45230.41,54.09,191.19,-1.74,-97.21,-171.31,-99.0,166.42
651,45298.93,54.26,191.2,-1.73,-97.21,-171.32,-99.01,166.42
652,45366.49,54.51,191.21,-1.72,-97.2,-171.33,-99.02,166.42
653,45433.06,54.66,191.21,-1.71,-97.19,-171.33,-99.04,166.41
654,45498.63,54.81,191.22,-1.7,-97.18,-171.34,-99.05,166.41
655,45563.17,54.91,191.23,-1.69,-97.18,-171.35,-99.06,166.41
656,45626.65,55.12,191.24,-1.67,-97.17,-171.36,-99.07,166.41
657,45689.08,55.02,191.24,-1.66,-97.16,-171.37,-99.09,166.41
658,45750.41,55.01,191.25,-1.65,-97.16,-171.38,-99.1,166.41
659,45810.64,54.98,191.26,-1.64,-97.15,-171.39,-99.11,166.41
660,45869.75,54.9,191.26,-1.63,-97.14,-171.4,-99.12,166.41
661,45927.72,54.8,191.27,-1.62,-97.14,-171.4,-99.13,166.4
662,45984.54,54.66,191.28,-1.61,-97.13,-171.41,-99.14,166.4
663,46040.2,54.48,191.28,-1.6,-97.13,-171.42,-99.15,166.4
664,46094.68,54.28,191.29,-1.6,-97.12,-171.43,-99.16,166.4
665,46147.97,54.04,191.29,-1.59,-97.11,-171.43,-99.17,166.4
666,46200.06,53.77,191.3,-1.58,-97.11,-171.44,-99.18,166.4
667,46250.94,53.47,191.31,-1.57,-97.1,-171.45,-99.19,166.4
668,46300.6,53.14,191.31,-1.56,-97.1,-171.46,-99.2,166.4
669,46349.04,52.79,191.32,-1.55,-97.09,-171.46,-99.21,166.39
670,46396.24,52.4,191.32,-1.54,-97.09,-171.47,-99.22,166.39
671,46442.19,51.99,191.33,-1.54,-97.08,-171.47,-99.23,166.39
672,46486.9,51.54,191.33,-1.53,-97.08,-171.48,-99.24,166.39
673,46530.35,51.11,191.34,-1.52,-97.07,-171.49,-99.25,166.39
674,46572.55,50.58,191.34,-1.51,-97.07,-171.49,-99.26,166.39
675,46613.48,50.06,191.35,-1.51,-97.06,-171.5,-99.26,166.39
676,46653.15,49.52,191.35,-1.5,-97.06,-171.5,-99.27,166.39
677,46691.55,48.95,191.35,-1.49,-97.05,-171.51,-99.28,166.39
678,46728.68,48.36,191.36,-1.49,-97.05,-171.51,-99.29,166.38
679,46764.54,47.75,191.36,-1.48,-97.05,-171.52,-99.29,166.38
680,46799.13,47.11,191.37,-1.48,-97.04,-171.52,-99.3,166.38
681,46832.45,46.46,191.37,-1.47,-97.04,-171.53,-99.31,166.38
682,46864.5,45.78,191.37,-1.46,-97.03,-171.53,-99.31,166.38
683,46895.29,45.09,191.38,-1.46,-97.03,-171.54,-99.32,166.38
684,46924.8,44.38,191.38,-1.45,-97.03,-171.54,-99.32,166.38
685,46953.06,43.64,191.38,-1.45,-97.02,-171.55,-99.33,166.38
686,46980.05,42.9,191.38,-1.44,-97.02,-171.55,-99.34,166.38
687,47005.79,42.13,191.39,-1.44,-97.02,-171.55,-99.34,166.38
688,47030.28,41.36,191.39,-1.43,-97.02,-171.56,-99.35,166.38
689,47053.53,40.55,191.39,-1.43,-97.01,-171.56,-99.35,166.38
690,47075.53,39.74,191.39,-1.43,-97.01,-171.56,-99.35,166.37
691,47096.31,38.92,191.4,-1.42,-97.01,-171.57,-99.36,166.37
692,47115.85,38.08,191.4,-1.42,-97.01,-171.57,-99.36,166.37
693,47134.18,37.23,191.4,-1.42,-97.0,-171.57,-99.37,166.37
694,47151.3,36.37,191.4,-1.41,-97.0,-171.57,-99.37,166.37
695,47167.22,35.49,191.4,-1.41,-97.0,-171.57,-99.37,166.37
696,47181.95,34.61,191.41,-1.41,-97.0,-171.58,-99.37,166.37
697,47195.49,33.72,191.41,-1.41,-97.0,-171.58,-99.38,166.37
698,47207.86,32.82,191.41,-1.4,-96.99,-171.58,-99.38,166.37
699,47219.07,31.91,191.41,-1.4,-96.99,-171.58,-99.38,166.37
700,47229.12,31.0,191.41,-1.4,-96.99,-171.58,-99.38,166.37
701,47238.04,30.07,191.41,-1.4,-96.99,-171.58,-99.39,166.37
702,47245.83,29.15,191.41,-1.4,-96.99,-171.59,-99.39,166.37
